정렬순위,원본구분,원본No,업체명/사이트명,도메인,홈페이지URL,원본출처URL,확인한_매물페이지URL,매물수_추정,매물수_산정근거,응답방식,응답방식_근거,HTTP상태,Content-Type,페이지제목,매물페이지여부,페이지네이션_최대,첫페이지_노출매물수,크롤링_필요정보/전략,요청시도URL,원본_공식성등급,원본_사업품목,원본_대표전화,원본_검토메모,자동확인일
47,원본CSV,2,삼성중기매매상사,3dump.co.kr,https://www.3dump.co.kr/,https://www.3dump.co.kr/bbs/board.php?bo_table=m02_01,https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=20b0,118,"가격 패턴 수=118, year_hits=94",HTML 응답,초기 HTML 본문에서 확인,200,text/html; charset=utf-8,매물등록 1 페이지 > 삼성중기매매상사,Y,,118,query_params=bo_table=m01_01&ca_id=20b0 | bo_table | requests+BeautifulSoup 가능,https://www.3dump.co.kr/ [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m02_01 [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=20b0 [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=2020 [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=202060 [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=2030 [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=203050 [200] || https://www.3dump.co.kr/bbs/board.php?bo_table=m01_01&ca_id=203060 [200],A,중장비 매매/덤프트럭 등,010-5842-1233,업체 페이지 및 사이트 하단에서 대표자/이메일/사업자번호 확인. 주소는 페이지별 표기가 달라 병기.,2026-04-29
48,원본CSV,71,선우중장비매매상사,4833.com,http://www.4833.com,https://www.4833.com/Company/Intro.asp ; https://cookiedeal.io/company-search/3121245015/선우중기매매상사,http://www.4833.com/Machine/RecomList.asp?MType=18,101,페이지 표시 총건수: 전체보기 (101),HTML 응답,초기 HTML 본문에서 확인,200,text/html; Charset=utf-8,★ 선우중기매매상사 ★,Y,3,20,query_params=MType=18 | requests+BeautifulSoup 가능,http://www.4833.com [200] || https://www.4833.com/Company/Intro.asp [200] || https://cookiedeal.io/company-search/3121245015/선우중기매매상사 [403] || http://www.4833.com/Machine/RecomList.asp?MType=18 [200] || http://www.4833.com/Machine/RecomList.asp?MType=19 [200] || http://www.4833.com/Machine/RecomList.asp?MType=21 [200] || http://www.4833.com/Machine/RecomList.asp?MType=117 [200] || http://www.4833.com/Machine/RecomList.asp?MType=122 [200] || http://www.4833.com/Machine/RecomList.asp?MType=109 [200] || http://www.4833.com/Machine/RecomList.asp?MType=91 [200],B-,"굴삭기, 지게차, 덤프, 로더, 특수장비 매매",041-544-4833,명칭이 선우중장비매매상사/선우중기매매상사로 병행 표기. 전화는 출처별 041-544-4833 / 041-334-4833 차이 존재.,2026-04-29
49,웹추가,WEB-1,퍼펙트82중장비,perfect82.com,https://www.perfect82.com/camain,https://www.perfect82.com/camain,https://www.perfect82.com/fnew100,100,"노출 매물 상세링크 수=100, price_hits=99, year_hits=1",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,중고지게차 최신 매물 순위 100위,Y,,100,requests+BeautifulSoup 가능,https://www.perfect82.com/camain [200] || https://www.perfect82.com/ [200] || https://www.perfect82.com/fnew100 [200] || https://www.perfect82.com/coose [200] || https://www.perfect82.com/coofs [200] || https://www.perfect82.com/coofsn [200] || https://www.perfect82.com/coofso [200] || https://www.perfect82.com/coofsdr [200],,,,검색 결과: 굴삭기/덤프/지게차/화물차 직거래 매매 플랫폼,2026-04-29
50,원본CSV,49,(주)동남중기(포항지게차마트),kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&wr_id=112,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&wr_id=112,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&wr_id=112 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,지게차/건설기계 매매,,협회 검색결과에서 대표자/이메일/주소 확인. 전화번호는 공개 스니펫에서 미확인.,2026-04-29
51,원본CSV,41,계명건기,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&sod=desc&sop=and&sst=wr_hit&wr_id=113,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&sod=desc&sop=and&sst=wr_hit&wr_id=113,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&sod=desc&sop=and&sst=wr_hit&wr_id=113 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B-,건기/건설기계 매매업 회원사,,협회 검색 노출정보 기준. 대표자가 아니라 담당자/직함으로 표기.,2026-04-29
52,원본CSV,31,금오중기매매상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=105,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=105,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=105 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,,한국건설기계매매협회 회원사 검색 노출정보 기준. 주소 일부 축약.,2026-04-29
53,원본CSV,39,남아건설기계상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=83,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=83,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=83 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B-,건설기계 매매업 회원사,053-592-2120,협회 검색 노출정보 기준. 이메일은 일부만 노출되어 미기재.,2026-04-29
54,원본CSV,33,대연건설기계매매상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=84,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=84,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=84 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,,협회 회원사 검색 노출정보 기준. 주소/대표전화 추가 확인 필요.,2026-04-29
55,원본CSV,40,미강건설기계,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=119,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=119,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=119 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,053-593-1641,협회 회원사 검색 노출정보 기준.,2026-04-29
56,원본CSV,42,부림중공업,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=93,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=93,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=93 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B-,중공업/건설기계 관련 회원사,061-741-8985,건설기계 매매 관련성은 협회 회원사 기준이나 상호명 직접 키워드는 약함.,2026-04-29
57,원본CSV,37,상원건설기계,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=111,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=111,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=111 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,,협회 회원사 검색 노출정보 기준.,2026-04-29
58,원본CSV,38,원주건설기계,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=82,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=82,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=82 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업/건설장비 운영업 관련,033-731-3389 / 033-744-4981,협회 검색 노출정보 및 기업정보 페이지 기준. 이메일은 일부만 노출되어 미기재.,2026-04-29
59,원본CSV,34,조은건설기계,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=76,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=76,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=76 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,053-593-9338,협회 회원사 검색 노출정보 기준.,2026-04-29
60,원본CSV,50,진성건설중기매매상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=91,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=91,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=2&wr_id=91 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,믹서/덤프 등 건설기계 매매,,협회 회원사와 장비매매 배너 검색결과에서 대표/휴대폰/팩스 확인. 주소·이메일은 추가 확인 필요.,2026-04-29
61,원본CSV,32,천일건설기계매매상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=108,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=108,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=108 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,051-806-2538,협회 회원사 검색 노출정보 기준. 기존 공공데이터 주소와 상이할 수 있어 최신 확인 필요.,2026-04-29
62,원본CSV,35,청광건설기계매매,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=116,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=116,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=1&wr_id=116 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,032-326-4392~3,협회 회원사 검색 노출정보 기준. 복수 이메일 표기는 일부 잘림이 있어 첫 이메일만 기재.,2026-04-29
63,원본CSV,47,충남중기매매,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=75,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=75,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=75 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계/중장비 매매,041-634-0217~8,협회 페이지에서 대표/전화/팩스/이메일/주소 확인.,2026-04-29
64,원본CSV,36,태양중기매매상사(경주),kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=88,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=88,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&page=3&wr_id=88 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,054-776-1277,인천 소재 자사 공식 홈페이지의 태양중기매매상사와 다른 대표자/지역으로 별도 업체 가능성 높음.,2026-04-29
65,원본CSV,30,하나중기매매상사,kcmta.kr,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&wr_id=122,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&wr_id=122,http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020,35,"페이지네이션 추정: page_max=7, first_page_visible=5",HTML 응답(스크립트 단서 있음),초기 HTML에 매물/목록 포함 + ajax/api 문자열 존재,200,text/html; charset=utf-8,KCMTA - 대한건설기계매매협회,Y,7,5,query_params=bo_table=board03&me_code=3020 | bo_table | requests+BeautifulSoup 가능,https://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&wr_id=122 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board03&me_code=3020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board01&me_code=3040 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=file&me_code=3050 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=board02 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=news&me_code=3030 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=unlawful&me_code=5020 [200] || http://kcmta.kr/2018_new/www/bbs/board.php?bo_table=photo&me_code=5030 [200],B,건설기계 매매업 회원사,062-952-6646,한국건설기계매매협회 회원사 검색 노출정보 기준. 주소는 상세 확인 필요.,2026-04-29
